OBJECTID,Shape,nombre,id_ruta,codigo,recorrido,from_date,sistema,tipo,empresa,id_gflota,longitud,fecha_actualizacion,Shape_Length
105,"(4717103.859156264, 2252152.0899745068)",Hueco,90217,37 - 39,Origen Destino_Destino Origen,2020-07-13 00:00:00,6C,Directa Centro,Autocol,121375,19703.8390766202,2024-11-04 05:11:05,15171.759796808952
106,"(4715593.034456746, 2252740.145213775)",Izquierda Castilla - Estación Universidad,90109,261i Izq,Origen Destino_Destino Origen,2018-08-01 00:00:00,2B,Integrada,Transporte Medellín Castilla,120692,12706.698550758876,2024-11-04 05:11:05,11561.98930459526
107,"(4714953.26276059, 2253968.093642888)",Izquierda - Circular Noroccidental,90125,306A,Origen Destino_Destino Origen,2024-08-27 00:00:00,2B,Integrada,Transporte Medellín Castilla,110762,20172.66114259838,2024-11-04 05:11:05,17075.631980285867
108,"(4708249.566996523, 2254758.535800676)",Izquierda Vereda Boquerón - Parque San Cristóbal,90091,255V3,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa No Centro,Rápido San Cristóbal,110176,20087.677436313406,2024-11-04 05:11:05,20087.677436328497
109,"(4714147.588844546, 2251344.6026190273)",Kennedy,90075,252,Origen Destino_Destino Origen,2021-10-19 00:00:00,2A,Directa Centro,Palenque Robledal,110325,20768.562739317196,2024-11-04 05:11:05,18673.98486102909
110,"(4709490.981338205, 2250793.647006146)",La Asomadera-estación San Javier,90329,C23i,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Tax Maya,112082,21928.207938326508,2024-11-04 05:11:05,8694.389058044146
111,"(4717937.83090884, 2250373.0663660523)",La Cruz,90335,085 L C,Origen Destino_Destino Origen,2024-08-27 00:00:00,6D,Directa Centro,Cootracovi,113425,14226.498450411946,2024-11-04 05:11:05,12121.010117987482
112,"(4707187.9454930145, 2253259.3183533507)",La Cuchilla,90349,255V5,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa No Centro,Rápido San Cristóbal,112996,13261.848302199027,2024-11-04 05:11:05,8796.680504920385
113,"(4713212.874093746, 2249658.776274165)",La Divisa,90318,242,Origen Destino_Destino Origen,2020-05-11 00:00:00,8A,Directa Centro,Coonatra,112135,17628.006310200883,2024-11-04 05:11:05,17059.93229042008
114,"(4713316.757220509, 2249805.3138342393)",La Divisa,90320,243,Origen Destino_Destino Origen,2020-05-11 00:00:00,8A,Directa Centro,Coonatra,112155,22460.869221868106,2024-11-04 05:11:05,21274.775509475814
115,"(4717595.545593489, 2251750.4088469953)",La Esperanza,90235,56,Origen Destino_Destino Origen,2018-08-01 00:00:00,6E,Directa Centro,Cootranscol,131485,18021.429543261045,2024-11-04 05:11:05,14182.64212019983
116,"(4716465.853776537, 2252415.706554265)",La Francia,90202,6,Origen Destino_Destino Origen,2021-03-11 00:00:00,6B,Directa Centro,Transconor,111215,17181.210601193066,2024-11-04 05:11:05,16626.475927513988
117,"(4717806.06810741, 2250189.682057299)",La Honda,90232,085,Origen Destino_Destino Origen,2024-08-27 00:00:00,6D,Directa Centro,Cootracovi,111455,15068.530507512132,2024-11-04 05:11:05,10864.220580471772
118,"(4717544.871815624, 2250387.4192733974)",La Honda Minorista,90337,085 L H MINO,Origen Destino_Destino Origen,2024-08-27 00:00:00,6D,Directa Centro,Cootracovi,113435,16216.441001979112,2024-11-04 05:11:05,12057.587502689139
119,"(4713902.983925789, 2251028.758271377)",La Huerta,90071,250AH,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Palenque Robledal,110225,22084.040703865518,2024-11-04 05:11:05,17276.81923031918
120,"(4716963.925326959, 2247966.5676971283)",La Milagrosa,90188,110,Origen Destino_Destino Origen,2024-08-27 00:00:00,6A,Directa No Centro,Flota la Milagrosa,111146,11305.428195258097,2024-11-04 05:11:05,7977.3000796238475
121,"(4709013.626876436, 2251484.614994537)",La Palma-estación San Javier,90331,C23i,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Tax Maya,112102,21364.554472524025,2024-11-04 05:11:05,14302.112736628
122,"(4713233.944918032, 2249649.9887955524)",La Quiebra,90319,242,Origen Destino_Destino Origen,2020-05-11 00:00:00,8A,Directa Centro,Coonatra,112145,18314.619356184277,2024-11-04 05:11:05,16909.323977389286
123,"(4713298.428295105, 2249813.204749477)",La Quiebra,90321,243,Origen Destino_Destino Origen,2020-05-11 00:00:00,8A,Directa Centro,Coonatra,112165,22063.224062393052,2024-11-04 05:11:05,21468.590368453388
124,"(4712664.387832579, 2251898.3716707067)",Las Flores-Moravia-Centro,90093,255A,Origen Destino_Destino Origen,2020-03-10 00:00:00,2A,Directa Centro,Rápido San Cristóbal,110075,35635.27748438067,2024-11-04 05:11:05,24733.292066497805
125,"(4716084.97754507, 2248563.351920176)",Las Palmas,90195,112,Origen Destino_Destino Origen,2024-08-27 00:00:00,6A,Directa Centro,Copatra,111196,7203.389893329504,2024-11-04 05:11:05,6077.720474517436
126,"(4707390.459861002, 2253099.0157270595)",Las Playas,90347,255V4,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa No Centro,Rápido San Cristóbal,112986,9338.308240224276,2024-11-04 05:11:05,7350.676344605167
127,"(4708862.359656404, 2251667.2534569423)",Las Playas-estación San Javier,90332,C23i,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Tax Maya,112112,21117.543464474824,2024-11-04 05:11:05,15273.11295949795
128,"(4711710.958269956, 2249168.1245940467)",Laureles Campestre-estación Santa Lucía - estación Floresta,90290,195ii,Origen Destino_Destino Origen,2021-10-19 00:00:00,8A,Integrada,Tax Maya,112032,10293.89830088059,2024-11-04 05:11:05,9242.91653076565
129,"(4713761.327425163, 2249316.4400341837)",Laureles Éxito,90283,191,Origen Destino_Destino Origen,2021-10-19 00:00:00,8A,Directa Centro,Autobuses Poblado Laureles,112365,19303.686196759973,2024-11-04 05:11:05,18699.92307448303
130,"(4713692.748417847, 2248281.7005820866)",Laureles Nogal # 1,90284,192,Origen Destino_Destino Origen,2022-03-28 00:00:00,8A,Directa Centro,Autobuses Poblado Laureles,112375,15487.079381918564,2024-11-04 05:11:05,14657.849583750361
131,"(4713484.421053506, 2248876.0989793963)",Laureles Nogal # 2,90285,193,Origen Destino_Destino Origen,2021-10-19 00:00:00,8A,Directa Centro,Autobuses Poblado Laureles,112385,18359.614207855266,2024-11-04 05:11:05,17414.22541490026
132,"(4713466.3437527325, 2248718.5134627535)",Laureles Parque,90282,190,Origen Destino_Destino Origen,2021-10-19 00:00:00,8A,Directa Centro,Autobuses Poblado Laureles,112355,18379.12699752645,2024-11-04 05:11:05,17189.90593922543
133,"(4717242.291046828, 2249135.265275679)",Llanadas,90244,91,Origen Destino_Destino Origen,2024-08-27 00:00:00,6F,Directa Centro,Copatra,111565,11106.809133409719,2024-11-04 05:11:05,8921.97068521638
134,"(4710047.284483076, 2249369.721042272)",Los Tanques-El Volcán-El Corazón-San Javier,90296,201i,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Conducciones América,112232,10836.48708324035,2024-11-04 05:11:05,6420.466418916773
135,"(4713597.236547725, 2251036.814474083)",Margaritas,90074,251,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Palenque Robledal,110315,21864.740076313166,2024-11-04 05:11:05,16345.318302327983
136,"(4709567.47733844, 2252772.6975555816)",Metrocable Aurora-Cárcel,90084,255i,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Integrada,Rápido San Cristóbal,110112,10412.666208422597,2024-11-04 05:11:05,6762.843907769286
137,"(4709997.411008305, 2252862.2897773)",Metrocable La Aurora,90085,255iD,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Integrada,Rápido San Cristóbal,110122,14955.116417639596,2024-11-04 05:11:05,8875.86441003418
138,"(4718529.391272761, 2248005.6171858413)",Mirlas,90276,103,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Cootransi,111855,19451.57956270794,2024-11-04 05:11:05,12702.168050174723
139,"(4717633.692118121, 2248331.239311627)",Mirlas Minorista,90277,103,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Cootransi,111865,24434.6483141626,2024-11-04 05:11:05,17591.814104837857
140,"(4714105.357656394, 2252235.7766763335)",Moravia,90072,250M,Origen Destino_Destino Origen,2018-08-01 00:00:00,2A,Integrada,Palenque Robledal,110272,20083.97770931307,2024-11-04 05:11:05,15244.766439870486
141,"(4712511.159837536, 2251602.722407891)",Nuevo Occidente El Tirol,90092,255A,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Rápido San Cristóbal,110095,30317.430661066595,2024-11-04 05:11:05,21859.64480042256
142,"(4712691.5174309295, 2251540.34702402)",Nuevo Occidente-Las Flores,90081,255A,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Rápido San Cristóbal,110085,33904.93247468663,2024-11-04 05:11:05,24247.349930599303
143,"(4716878.006856845, 2248235.7604139666)",Pablo E.,90198,113M,Origen Destino_Destino Origen,2024-08-27 00:00:00,6A,Directa Centro,Flota la Milagrosa,111186,8235.82563720756,2024-11-04 05:11:05,7360.966703053308
144,"(4716952.053613217, 2248177.3885105057)",Pablo Escobar-Cataluña,90187,102A,Origen Destino_Destino Origen,2024-08-27 00:00:00,6A,Directa No Centro,Cootranscataluña,111136,9010.10517573426,2024-11-04 05:11:05,7573.2292972310925
145,"(4713727.859966396, 2251089.2160245487)",Pajarito,90073,250AP,Origen Destino_Destino Origen,2021-10-19 00:00:00,2A,Directa Centro,Palenque Robledal,110235,26107.704996006796,2024-11-04 05:11:05,17981.997087550382
146,"(4711487.299970816, 2253039.251810473)",Pajarito integrada,90065,250AiP,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Integrada,Palenque Robledal,110242,4477.451984190895,2024-11-04 05:11:05,2497.7922690258233
147,"(4707554.394377436, 2254660.4032541993)",Palmitas-Centro,90086,255P,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Rápido San Cristóbal,110135,53416.7118484144,2024-11-04 05:11:05,46071.22661682287
148,"(4715841.74985697, 2252226.194089273)",Parque Los Periodistas,90134,Anillo F3 Carrera 65,Origen Destino_Destino Origen,2024-08-27 00:00:00,2B,Directa Centro,Transporte Medellín Castilla,110555,17987.20632794402,2024-11-04 05:11:05,17319.902261061507
149,"(4715501.592684759, 2251745.888604499)",Parque Los Periodistas,90140,Anillo F3 Carrera 73,Origen Destino_Destino Origen,2020-05-11 00:00:00,2B,Directa Centro,Transporte Medellín Castilla,110495,16429.903275691133,2024-11-04 05:11:05,14832.529270087609
150,"(4709403.718949769, 2251561.297265937)",Pedregal Bajo-estación San Javier,90333,C23i,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Tax Maya,112122,19377.24937706231,2024-11-04 05:11:05,13125.258486174776
151,"(4710204.621184121, 2250308.1351820747)",Peñitas,90312,227i-A,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Metrosan,111962,5492.920755412485,2024-11-04 05:11:05,4230.468474406472
152,"(4717314.065471839, 2248586.9614890763)",Perlas,90270,95,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Copatra,111795,14225.21122750152,2024-11-04 05:11:05,11477.497521037327
153,"(4718148.574893863, 2248486.725814073)",Perlas,90278,107,Origen Destino_Destino Origen,2020-07-13 00:00:00,6H,Directa Centro,Cootransvi,111875,12260.058857728845,2024-11-04 05:11:05,8502.964413765507
154,"(4716891.136122923, 2248816.266763687)",Perlas Minorista,90271,95,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Copatra,111805,17260.827116515058,2024-11-04 05:11:05,14513.113410051632
155,"(4717033.366725589, 2248807.5032012477)",Perlas Minorista,90357,107,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Cootransvi,,21725.59889540666,2024-11-04 05:11:05,14849.522483170103
156,"(4714147.683830141, 2251759.928312342)",Picacho,90080,254,Origen Destino_Destino Origen,2021-10-19 00:00:00,2A,Directa Centro,Transporte Medellín Castilla,110425,22046.593930357307,2024-11-04 05:11:05,19516.717787893096
157,"(4714814.686698552, 2251702.553071373)",Pilarica,90106,254iB_TV 73,Origen Destino_Destino Origen,2024-08-27 00:00:00,2B,Integrada,Transporte Medellín Castilla,110782,10270.500254207369,2024-11-04 05:11:05,10204.849441820637
158,"(4714915.547431449, 2251717.961311774)",Pilarica,90371,254iB_TV 75,Origen Destino_Destino Origen,2024-08-27 00:00:00,2B,Integrada,Transporte Medellín Castilla,,9660.332924834605,2024-11-04 05:11:05,9594.682112443248
159,"(4714959.704412432, 2252013.6223564576)",Pilarica Calle 96,90124,289,Origen Destino_Destino Origen,2020-07-13 00:00:00,2B,Directa Centro,Transporte Medellín Castilla,110655,21370.637059137807,2024-11-04 05:11:05,17892.848636851395
160,"(4714840.848020389, 2251610.600687343)",Pilarica integrada,90105,254i,Origen Destino_Destino Origen,2024-08-27 00:00:00,2B,Integrada,Transporte Medellín Castilla,110682,9730.12361497152,2024-11-04 05:11:05,9664.47280258612
161,"(4716487.140258338, 2249155.248836066)",Pinal,90242,90,Origen Destino_Destino Origen,2024-08-27 00:00:00,6F,Directa Centro,Copatra,111545,15368.61621212076,2024-11-04 05:11:05,12491.655336632977
162,"(4717575.031346279, 2248856.8749822206)",Pinar Torres,90239,87,Origen Destino_Destino Origen,2024-08-27 00:00:00,6F,Directa Centro,Cootranspinal,111525,9729.823363818006,2024-11-04 05:11:05,7128.43325647251
163,"(4717051.765285543, 2249458.7320328844)",Pinar Torres,90241,88,Origen Destino_Destino Origen,2024-08-27 00:00:00,6F,Directa Centro,Cootranspinal,111535,11991.786415148981,2024-11-04 05:11:05,9341.769044026001
164,"(4716901.077284509, 2249159.9880003985)",Pinar Torres horario esp,90240,087 Horario Esp,Origen Destino_Destino Origen,2024-08-27 00:00:00,6F,Directa Centro,Cootranspinal,112905,13080.003317222752,2024-11-04 05:11:05,10478.613209871548
165,"(4716333.63169556, 2252256.6930247857)",Playón de los Comuneros,90206,24,Origen Destino_Destino Origen,2020-07-13 00:00:00,6B,Directa Centro,Transporte Aranjuez Santa Cruz,111245,10750.50165908178,2024-11-04 05:11:05,10750.50165909414
166,"(4716609.8576782355, 2252818.1056587156)",Playón de los Comuneros,90206,24,Origen Destino_Destino Origen,2021-08-18 00:00:00,6B,Directa Centro,Transporte Aranjuez Santa Cruz,111245,8805.080724760111,2024-11-04 05:11:05,8805.080724756781
167,"(4716512.3074264005, 2252367.672566262)",Playón de los Comuneros - Oriental,90207,24,Origen Destino_Destino Origen,2024-08-27 00:00:00,6B,Directa Centro,Transporte Aranjuez Santa Cruz,111255,18598.588130748547,2024-11-04 05:11:05,15705.279676756387
168,"(4716960.719236542, 2252146.080081294)",Popular Centro,90212,031 P-C,Origen Destino_Destino Origen,2024-08-27 00:00:00,6C,Directa Centro,Expreso Campo Valdés,121305,21527.872301461117,2024-11-04 05:11:05,16360.980375184758
169,"(4716788.930948665, 2251685.7116848193)",Popular Centro San Diego,90215,031 P-SD,Origen Destino_Destino Origen,2024-08-27 00:00:00,6C,Directa Centro,Expreso Campo Valdés,121295,23733.094616857787,2024-11-04 05:11:05,18566.202690573264
170,"(4716978.216747878, 2252313.04853573)",Popular Ferrocarril,90214,031 P-F,Origen Destino_Destino Origen,2024-08-27 00:00:00,6C,Directa Centro,Expreso Campo Valdés,121315,20959.444493804363,2024-11-04 05:11:05,15792.552567522049
171,"(4716797.949130105, 2252377.291825033)",Popular N° 1,90205,23,Origen Destino_Destino Origen,2024-08-27 00:00:00,6B,Directa Centro,Transporte Aranjuez Santa Cruz,111235,18281.149647993647,2024-11-04 05:11:05,16397.505152832036
172,"(4717473.536737693, 2248115.4464509343)",Quintalinda-El Vergel,90179,97,Origen Destino_Destino Origen,2024-08-27 00:00:00,6A,Directa No Centro,Flota la V,111106,13399.651622130441,2024-11-04 05:11:05,10266.984342174628
173,"(4710012.35807771, 2250052.187053635)",Quintas,90311,227i-1,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Metrosan,111982,5163.284322701688,2024-11-04 05:11:05,3536.5599771440775
174,"(4718108.849590955, 2248521.375630157)",Ratón Pelao,90280,107,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Cootransvi,111905,11627.957438758727,2024-11-04 05:11:05,7934.297154204152
175,"(4716971.10503378, 2248838.495713515)",Raton Pelao Minorista,90359,107,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Cootransvi,,18102.71028202043,2024-11-04 05:11:05,14309.466768355333
176,"(4713951.421580766, 2251021.0693388116)",Robledales,90067,250R,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Palenque Robledal,110215,20470.54720620001,2024-11-04 05:11:05,15069.34360880619
177,"(4713341.445666443, 2251636.830807769)",Robledal integrada,90069,250iR,Origen Destino_Destino Origen,2021-10-19 00:00:00,2A,Integrada,Palenque Robledal,110262,16777.705340090157,2024-11-04 05:11:05,11292.046267891481
178,"(4713675.8494188925, 2251974.031736245)",Robledo Aures integrada,90078,253iA,Origen Destino_Destino Origen,2020-04-01 00:00:00,2A,Integrada,Palenque Robledal,110292,16198.687058479827,2024-11-04 05:11:05,12962.736802101328
179,"(4713612.048798129, 2251763.9054464307)",Robledo Aures integrada Ramal,90079,253iAR,Origen Destino_Destino Origen,2020-05-11 00:00:00,2A,Integrada,Palenque Robledal,110302,14749.002514179136,2024-11-04 05:11:05,10762.615398780787
180,"(4714224.656554106, 2251089.372911829)",Robledo Villa Flora,90070,250VF,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Palenque Robledal,110205,21919.818436773727,2024-11-04 05:11:05,16731.993121701664
181,"(4711971.446942968, 2250814.964351247)",Rosales,90361,311iiR,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Coonatra,,4863.5854247043735,2024-11-04 05:11:05,2796.4567896559706
182,"(4714229.562598962, 2249888.617558954)",Rosales,90363,310R,Origen Destino_Destino Origen,2021-11-11 00:00:00,8A,Circular,Coonatra,,17564.853589151204,2024-11-04 05:11:05,16254.850465057747
183,"(4714735.190894012, 2250527.284973603)",Ruta de la Salud derecha,90011,308,Origen Destino_Destino Origen,2018-08-01 00:00:00,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,112537,24315.026819015056,2024-11-04 05:11:05,22405.78484448719
184,"(4715249.07694071, 2250428.7918008724)",Ruta de la Salud derecha directa,90012,308D,Origen Destino_Destino Origen,2024-08-27 00:00:00,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,112547,22423.848541601506,2024-11-04 05:11:05,18494.738046642346
185,"(4714730.727257634, 2250585.5849012327)",Ruta de la Salud izquierda,90013,309,Origen Destino_Destino Origen,2024-08-27 00:00:00,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,112557,25561.044755381583,2024-11-04 05:11:05,23622.360253944153
186,"(4714625.702480866, 2250544.938319376)",Ruta de la Salud izquierda directa,90014,309D,Origen Destino_Destino Origen,2024-08-27 00:00:00,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,112567,24498.4105965081,2024-11-04 05:11:05,22559.726095069007
187,"(4710208.665456507, 2249898.194342905)",Salado,90309,226i,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Metrosan,111942,4157.673372856703,2024-11-04 05:11:05,2838.7785721240775
188,"(4718228.612382954, 2248387.04083994)",San Antonio,90281,107,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Cootransvi,111885,13129.31570539909,2024-11-04 05:11:05,8925.084661210592
189,"(4717057.323876199, 2248758.985492307)",San Antonio-Minorista,90279,107,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Cootransvi,111895,19037.108202209107,2024-11-04 05:11:05,14859.76721157481
190,"(4709028.554912435, 2252360.5846439237)",San Cristóbal-Calle Negra-estación Aurora,90334,C23i,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Tax Maya,112072,17312.458276415506,2024-11-04 05:11:05,9234.919570938093
191,"(4711677.099219006, 2251542.152268807)",San Cristóbal -Conexión vial,90082,255D,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Rápido San Cristóbal,110105,23402.266885079738,2024-11-04 05:11:05,23149.255680418828
192,"(4712625.117559107, 2251399.35251695)",San Cristóbal - Doña María,90083,255,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Directa Centro,Rápido San Cristóbal,110065,24492.08023375504,2024-11-04 05:11:05,19407.61912147496
193,"(4709026.237406385, 2251476.240392813)",San Cristóbal-estación San Javier,90328,C23i IZQUIERA,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Tax Maya,112062,21364.554472525095,2024-11-04 05:11:05,14200.636056314866
194,"(4709023.842986393, 2251503.2125397916)",San Cristóbal-estación San Javier,90355,C23i DERECHA,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Tax Maya,,28945.219743300608,2024-11-04 05:11:05,16118.46243445934
195,"(4711020.751441434, 2250556.178765115)",San Cristóbal-La Asomadera-Centro,90326,C23_Alterna,Origen Destino_Destino Origen,2021-05-19 00:00:00,8A,Directa Centro,Tax Maya,112055,35985.49858735257,2024-11-04 05:11:05,26849.74603744818
196,"(4711221.021431264, 2250448.338805115)",San Cristóbal-San Javier-La Loma-Centro,90327,C23,Origen Destino_Destino Origen,2021-05-19 00:00:00,8A,Directa Centro,Tax Maya,112045,31816.336293092518,2024-11-04 05:11:05,24765.16489030236
197,"(4713039.695282914, 2249289.130621002)",San Javier Derecho-Cuatro Esquinas-Oriental,90303,221B,Origen Destino_Destino Origen,2018-08-01 00:00:00,8A,Directa Centro,Conducciones América,112295,16649.290731716246,2024-11-04 05:11:05,14881.475585116652
198,"(4712849.2719997745, 2249359.924548524)",San Javier Derecho-La Caseta-Oriental,90302,221A,Origen Destino_Destino Origen,2018-08-01 00:00:00,8A,Directa Centro,Conducciones América,112285,17628.484880052933,2024-11-04 05:11:05,15741.295209218346
199,"(4713345.190531193, 2249292.75066858)",San Javier-Eduardo Santos-Oriental,90301,220,Origen Destino_Destino Origen,2020-05-11 00:00:00,8A,Directa Centro,Conducciones América,112305,16003.552304842638,2024-11-04 05:11:05,14803.860152886971
200,"(4712690.079486244, 2249757.6498571755)",San Javier La Loma-Minorista,90306,223,Origen Destino_Destino Origen,2021-03-11 00:00:00,8A,Directa Centro,Conducciones América,112335,23156.815202982874,2024-11-04 05:11:05,19102.47804306984
201,"(4712738.224257792, 2249547.7213131995)",San Javier Niza - Oriental,90305,222,Origen Destino_Destino Origen,2018-08-01 00:00:00,8A,Directa Centro,Conducciones América,112325,20824.33377225979,2024-11-04 05:11:05,17107.28745688797
202,"(4716389.736608167, 2251803.20369027)",Santa Cruz - Terminal,90203,22,Origen Destino_Destino Origen,2018-08-01 00:00:00,6B,Directa Centro,Transporte Aranjuez Santa Cruz,111225,16769.799353012688,2024-11-04 05:11:05,16256.773730480385
203,"(4722281.904470152, 2247650.751885074)",Santa Elena-Barro Blanco-Las Brisas-Medellín,90258,98 Directa 2,Origen Destino_Destino Origen,2022-03-02 00:00:00,6G,Directa No Centro,Transacoop,111676,78322.20954144889,2024-11-04 05:11:05,37000.93918955097
204,"(4722278.105544377, 2247656.552142101)",Santa Elena-Barro Blanco-Medellín,90263,98 Directa 7,Origen Destino_Destino Origen,2022-03-02 00:00:00,6G,Directa No Centro,Transacoop,111726,71391.30674761761,2024-11-04 05:11:05,36904.18055469555
205,"(4721404.436427632, 2246649.020904478)",Santa Elena-El Cerro-Las Brisas-Medellín,90264,98 Directa 8,Origen Destino_Destino Origen,2022-03-02 00:00:00,6G,Directa No Centro,Transacoop,111736,61393.5754711897,2024-11-04 05:11:05,25477.994773591672
206,"(4721079.518668966, 2246713.690436145)",Santa Elena-El Plan-Las Brisas-Medellín,90261,98 Directa 5,Origen Destino_Destino Origen,2022-03-02 00:00:00,6G,Directa No Centro,Transacoop,111706,69192.68372422279,2024-11-04 05:11:05,27414.283824175
207,"(4721065.360526757, 2247138.99947838)",Santa Elena-Las Brisas-Medellín,90259,98 Directa 3,Origen Destino_Destino Origen,2022-03-02 00:00:00,6G,Directa No Centro,Transacoop,111686,55586.11546377762,2024-11-04 05:11:05,22801.396287688367
208,"(4722284.454837182, 2247649.5692436732)",Santa Elena-Mazo-Las Brisas-Medellín,90257,98 Directa 1,Origen Destino_Destino Origen,2022-03-02 00:00:00,6G,Directa No Centro,Transacoop,111666,87708.97494871813,2024-11-04 05:11:05,37046.68110778675
209,"(4721216.504434703, 2246776.010329863)",Santa Elena-Perico-Las Brisas-Medellín,90260,98 Directa 4,Origen Destino_Destino Origen,2022-03-02 00:00:00,6G,Directa No Centro,Transacoop,111696,62873.38847620191,2024-11-04 05:11:05,25219.503550712045
210,"(4722064.509915357, 2248829.8388067754)",Santa Elena-Piedras Blancas-Las Brisas-Medellín,90265,98 Directa 9,Origen Destino_Destino Origen,2022-03-02 00:00:00,6G,Directa No Centro,Transacoop,111746,138599.38670564236,2024-11-04 05:11:05,41835.86991297761
211,"(4722098.801357036, 2248844.076197233)",Santa Elena-Piedras Blancas-Medellín,90262,98 Directa 6,Origen Destino_Destino Origen,2022-03-02 00:00:00,6G,Directa No Centro,Transacoop,111716,91194.7391685176,2024-11-04 05:11:05,41387.25033873054
212,"(4712281.924760651, 2251259.8438965557)",Santa Lucia,90324,311i,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Coonatra,112192,9589.40388206024,2024-11-04 05:11:05,7145.516384326931
213,"(4716827.440336538, 2248773.689988332)",Santa Lucía,90269,94,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Copatra,111785,16756.510539802377,2024-11-04 05:11:05,13663.308194051764
214,"(4712028.070620989, 2251192.733637402)",Santa Lucia Directa,90325,311ii,Origen Destino_Destino Origen,2024-08-27 00:00:00,8A,Integrada,Coonatra,112202,6221.318060315725,2024-11-04 05:11:05,4374.54055798871
215,"(4713334.091157708, 2249163.8083068174)",Santa Mónica-Oriental,90297,202,Origen Destino_Destino Origen,2020-05-11 00:00:00,8A,Directa Centro,Conducciones América,112245,15676.523588855845,2024-11-04 05:11:05,13992.626307643177
216,"(4715468.289115929, 2252289.3103854177)",Santander - Carrera 73,90117,280,Origen Destino_Destino Origen,2018-08-01 00:00:00,2B,Directa Centro,Transporte Medellín Castilla,110605,20621.097082158587,2024-11-04 05:11:05,17080.80059481491
217,"(4715445.401028204, 2252571.048191524)",Santander - Carrera 73,90118,280 Directa,Origen Destino_Destino Origen,2018-08-01 00:00:00,2B,Directa Centro,Transporte Medellín Castilla,110615,18765.805359129226,2024-11-04 05:11:05,15210.819315041597
218,"(4717472.661446388, 2251333.197940975)",Santo Domingo,90237,60,Origen Destino_Destino Origen,2024-08-27 00:00:00,6E,Directa Centro,Cootranscol,131505,14591.966337414866,2024-11-04 05:11:05,10851.816010921197
219,"(4714525.605296768, 2252842.883593506)",Seminario integrada,90096,260i,Origen Destino_Destino Origen,2024-08-27 00:00:00,2A,Integrada,Palenque Robledal,110392,12938.998388529415,2024-11-04 05:11:05,9934.877110821
220,"(4718536.9788322635, 2248034.245787221)",Sierra,90274,103,Origen Destino_Destino Origen,2024-08-27 00:00:00,6H,Directa Centro,Cootransi,111835,19299.351078598196,2024-11-04 05:11:05,12759.385281537037
